_id,title,author,genre,rating,image
62904e07e29dbadc5191af33,Percy Jackson And The Lightning Thief,Rick Riordan,Fantasy,4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3mGRCyuMOwwSL-Q2fX6zeZixmOrTEbPl0tw&usqp=CAU
629068b0712656fe96db63a8,Percy Jackson And The Battle Of Labyrinth,Rick Riordan,Fantasy,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKEimWziC9XyW5mBU88bb0mzQg6HQxH7c9lw&usqp=CAU
62906992712656fe96db63ce,Percy Jackson And The Sea Of Monsters,Rick Riordan,Fantasy,4,https://m.media-amazon.com/images/I/516mxcRtcgL.jpg
62906a44712656fe96db63e4,Percy Jackson And The Titan's Curse,Rick Riordan,Fantasy,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTvIu5l9YsHZoWbZyW529UJ7-KP0nY_3AqFz9gFPYWgoX4k8h0vbXDvk6nrUmDAA73Vn4&usqp=CAU
62906b5c712656fe96db6406,Percy Jackson And The Last Olympian,Rick Riordan,Fantasy,4,https://images-na.ssl-images-amazon.com/images/I/81pSef3R0JL.jpg
